manufacturer,model,description,transmission,engineCapacity,fuelType,elecEnergyConsumption,maxRange,CO2,fuelCost,elecCost,totalCost,euro,enginePower
MITSUBISHI,Eclipse Cross 2019,Eclipse Cross 3,M6,1499,Petrol,0,,159,1959,,1959,Euro 6d-TEMP,163
MITSUBISHI,Eclipse Cross 2019,Eclipse Cross Black,M6,1499,Petrol,0,,159,1959,,1959,Euro 6d-TEMP,163
NISSAN,X-Trail 2018,N-Connecta 7 Seat 4WD,CVT,1749,Diesel,0,,159,1992,,1992,Euro 6d-TEMP,110
NISSAN,X-Trail 2018,Acenta/Acenta Premium 5 Seat 4WD,CVT,1749,Diesel,0,,159,1939,,1939,Euro 6d-TEMP,110
NISSAN,X-Trail 2018,N-Connecta 5 Seat 4WD,CVT,1749,Diesel,0,,159,1939,,1939,Euro 6d-TEMP,110
NISSAN,X-Trail 2018,Acenta/Acenta Premium 7 Seat 4WD,CVT,1749,Diesel,0,,159,1965,,1965,Euro 6d-TEMP,110
TOYOTA,Proace Verso,Medium 2.0l Automatic,A8,1997,Diesel,0,,159,2059,,2059,Euro 6b,177
TOYOTA,Proace Verso,Long 2.0l Manual,M6,1997,Diesel,0,,159,2025,,2025,Euro 6b,150
TOYOTA,Proace Verso,Long 2.0l Manual,M6,1997,Diesel,0,,159,1745,,1745,Euro 6b,150
VOLVO,V90 MY19,"T5 Inscription 19"" Alloy",8AT,1969,Petrol,0,,159,2143,,2143,Euro 6d-TEMP,250
VOLVO,V90 MY19,"T5 Inscription 19"" Alloy",8AT,1969,Petrol,0,,159,1896,,1896,Euro 6d-TEMP,250
VOLVO,V90 MY19,"T5 Inscription Pro 21"" Alloy",8AT,1969,Petrol,0,,159,2143,,2143,Euro 6d-TEMP,250
VOLVO,V90 MY19,"T5 Inscription Pro 21"" Alloy",8AT,1969,Petrol,0,,159,1896,,1896,Euro 6d-TEMP,250
VOLVO,V90 MY19,"T5 R-Design Pro 21"" Alloy",8AT,1969,Petrol,0,,159,2143,,2143,Euro 6d-TEMP,250
VOLVO,V90 MY19,"T5 R-Design Pro 21"" Alloy",8AT,1969,Petrol,0,,159,1896,,1896,Euro 6d-TEMP,250
VOLVO,"V90, MY20","T5 R-Design Plus 21"" Alloy",8AT,1969,Petrol,0,,159,2143,,2143,Euro 6d-TEMP,250
VOLVO,"V90, MY20","T5 R-Design Plus 21"" Alloy",8AT,1969,Petrol,0,,159,1896,,1896,Euro 6d-TEMP,250
VOLVO,"V90, MY20","T5 Inscription Plus 21"" Alloy",8AT,1969,Petrol,0,,159,2143,,2143,Euro 6d-TEMP,250
VOLVO,"V90, MY20","T5 Inscription Plus 21"" Alloy",8AT,1969,Petrol,0,,159,1896,,1896,Euro 6d-TEMP,250
CHRYSLER JEEP,Jeep Compass MY 2019,2.0 (140bhp) AWD,M6,1956,Diesel,0,,160,1865,,1865,Euro 6d-TEMP,
CHRYSLER JEEP,Jeep Renegade MY 2019,2.0 (103kw 140bhp) 4WD (AXR22 ?16A??),A9,1956,Diesel,0,,160,1879,,1879,Euro 6d-TEMP,
FORD,Edge Model Year Pre 2019¾,2.0 EcoBlue,a8,1995,Diesel,0,,160,1914,,1914,Euro 6d-TEMP,150
FORD,Edge Model Year Post 2019¾,2.0 EcoBlue,a8,1995,Diesel,,,160,1914,,1914,Euro 6d-TEMP,150
HYUNDAI,Tucson,Premium SE T-GDi,DCT7,1591,Petrol,0,,160,1981,,1981,Euro 6d-TEMP,177
JAGUAR,"XF Sportbrake, 19MY",2.0 i4 Diesel 240PS AWD Auto LOW,A8-AWD,1999,Diesel,,,160,1754,,1754,Euro 6d-TEMP,240
JAGUAR,"XF Sportbrake, 19MY",3.0 V6 Diesel 300PS RWD Auto LOW,A8,2993,Diesel,,,160,1682,,1682,Euro 6d-TEMP,300
LAND ROVER,"Evoque Five Door, 19MY",2.0 i4 Diesel 180PS AWD Manual LOW,M6-AWD,1999,Diesel,,,160,1794,,1794,Euro 6d-TEMP,180
LAND ROVER,"Evoque Five Door, 19MY",2.0 i4 Diesel 180PS AWD Manual HIGH,M6-AWD,1999,Diesel,,,160,1951,,1951,Euro 6d-TEMP,180
MAZDA,Mazda CX-3,2.0 150ps AWD Sport Nav+ (05/18),M6,1998,Petrol,0,,160,1856,,1856,Euro 6d-TEMP,150
MAZDA,Mazda CX-3,2.0 150ps AWD Sport Nav+ / Safety Pack (05/18),M6,1998,Petrol,0,,160,1856,,1856,Euro 6d-TEMP,150
MAZDA,Mazda CX-3,2.0 150ps AWD Sport Nav+ / Stone Leather / Safety Pack (05/18),M6,1998,Petrol,0,,160,1856,,1856,Euro 6d-TEMP,150
VOLVO,V60 MY19,"T5  Inscription 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Inscription 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Inscription 20"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Inscription 20"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Inscription Pro 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Inscription Pro 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Inscription Pro 20"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Inscription Pro 20"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Momentum 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Momentum 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Momentum 20"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Momentum 20"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Momentum Pro 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Momentum Pro 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Momentum Pro 20"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  Momentum Pro 20"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  R-Design 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  R-Design 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  R-Design 20"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  R-Design 20"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  R-Design Pro 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  R-Design Pro 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  R-Design Pro 20"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,V60 MY19,"T5  R-Design Pro 20"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,V90 MY19,"T4 Inscription 19"" Alloy",8AT,1969,Petrol,0,,160,2130,,2130,Euro 6d-TEMP,190
VOLVO,V90 MY19,"T4 Inscription 19"" Alloy",8AT,1969,Petrol,0,,160,1876,,1876,Euro 6d-TEMP,190
VOLVO,V90 MY19,"T4 Inscription Pro 21"" Alloy",8AT,1969,Petrol,0,,160,2130,,2130,Euro 6d-TEMP,190
VOLVO,V90 MY19,"T4 Inscription Pro 21"" Alloy",8AT,1969,Petrol,0,,160,1876,,1876,Euro 6d-TEMP,190
VOLVO,V90 MY19,"T4 R-Design Pro 21"" Alloy",8AT,1969,Petrol,0,,160,2130,,2130,Euro 6d-TEMP,190
VOLVO,V90 MY19,"T4 R-Design Pro 21"" Alloy",8AT,1969,Petrol,0,,160,1876,,1876,Euro 6d-TEMP,190
VOLVO,"V60, MY20","T4 R-Design Plus 20"" Alloy",8AT,1969,Petrol,0,,160,2074,,2074,Euro 6d-TEMP,190
VOLVO,"V60, MY20","T4 R-Design Plus 20"" Alloy",8AT,1969,Petrol,0,,160,1842,,1842,Euro 6d-TEMP,190
VOLVO,"V60, MY20","T5  Inscription Plus 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  Inscription Plus 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  Momentum Plus 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  Momentum Plus 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  R-Design Plus 19"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  R-Design Plus 19"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  R-Design Plus 20"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  R-Design Plus 20"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  Inscription Plus 20"" Alloy",8AT,1969,Petrol,0,,160,2080,,2080,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T5  Inscription Plus 20"" Alloy",8AT,1969,Petrol,0,,160,1847,,1847,Euro 6d-TEMP,250
VOLVO,"V60, MY20","T4 Inscription Plus 20"" Alloy",8AT,1969,Petrol,0,,160,2074,,2074,Euro 6d-TEMP,190
VOLVO,"V60, MY20","T4 Inscription Plus 20"" Alloy",8AT,1969,Petrol,0,,160,1842,,1842,Euro 6d-TEMP,190
VOLVO,"V90, MY20","T4 Inscription Plus 21"" Alloy",8AT,1969,Petrol,0,34,160,2130,,2130,Euro 6d-TEMP,190
VOLVO,"V90, MY20","T4 Inscription Plus 21"" Alloy",8AT,1969,Petrol,0,34,160,1876,,1876,Euro 6d-TEMP,190
VOLVO,"V90, MY20","T4 R-Design Plus 21"" Alloy",8AT,1969,Petrol,0,34,160,2130,,2130,Euro 6d-TEMP,190
VOLVO,"V90, MY20","T4 R-Design Plus 21"" Alloy",8AT,1969,Petrol,0,,160,1876,,1876,Euro 6d-TEMP,190
ALFA ROMEO,Giulia MY2016,2.0 Volece RWD,A8,1995,Petrol,0,,161,2162,,2162,Euro 6d-TEMP,
FORD,Kuga Model Year Pre 2019¾,2.0 TDCi,MPS6-AWD,1997,Diesel,0,,161,1965,,1965,Euro 6d-TEMP,150
FORD,Kuga Model Year Pre 2019¾,2.0 TDCi,MPS6-AWD,1997,Diesel,0,,161,1865,,1865,Euro 6d-TEMP,180
HYUNDAI,Tucson,Premium T-GDi,DCT7,1591,Petrol,0,,161,1959,,1959,Euro 6d-TEMP,177
HYUNDAI,Tucson,SE Nav T-GDi,DCT7,1591,Petrol,0,,161,1959,,1959,Euro 6d-TEMP,177
KIA,Sorento,KX-2 2.2 CRDi 197bhp 8-speed auto ISG 7-seat,a8,2199,Diesel,0,,161,1865,,1865,Euro 6d-TEMP,200
KIA,Sorento,KX-3 2.2 CRDi 197bhp 8-speed auto ISG 7-seat,a8,2199,Diesel,0,0,161,1914,,1914,Euro 6d-TEMP,200
KIA,Sorento,GT-Line 2.2 CRDi 197bhp 8-speed auto ISG 7-seat,a8,2199,Diesel,0,0,161,1889,,1889,Euro 6d-TEMP,200
KIA,Sorento,GT-Line S 2.2 CRDi 197bhp 8-speed auto ISG 7-seat,a8,2199,Diesel,0,0,161,1939,,1939,Euro 6d-TEMP,200
SEAT,Leon ST,CUPRA 300 2.0 TSI DSG-auto 4Drive 300PS,A7,2000,Petrol,0,,161,2111,,2111,Euro 6d-TEMP,300
SEAT,Leon ST,CUPRA 300 Lux 2.0 TSI DSG-auto 4Drive 300PS,A7,2000,Petrol,0,,161,2111,,2111,Euro 6d-TEMP,300
SSANGYONG,Tivoli MY19,LE 1.6D AUTO,AT,1597,Diesel,,,161,1684,,1684,Euro 6-WLTP,115
VOLVO,XC40 MY19,"T4 AWD R-Design 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD R-Design 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD Momentum Pro 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD Momentum Pro 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD Inscription 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD Inscription 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD Inscription Pro 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD Inscription Pro 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD Momentum 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,XC40 MY19,"T4 AWD Momentum 18"" Alloy",8A-AWD,1969,Petrol,0,,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD Inscription 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD Inscription 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD Inscription Pro 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD Inscription Pro 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD Momentum 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD Momentum 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD Momentum Pro 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD Momentum Pro 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2009,,2009,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD R-Design 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2162,,2162,Euro 6d-TEMP,190
VOLVO,"XC40, MY20","T4 AWD R-Design 18"" Alloy",8A-AWD,1969,Petrol,0,29,161,2009,,2009,Euro 6d-TEMP,190
FIAT,Doblo,1.6 Easy (95 BHP),M6,1598,Diesel,0,,162,1914,,1914,Euro 6d-TEMP,95
FORD,S-MAX Model Year Pre 2019¾,2.0 EcoBlue,a8,1995,Diesel,0,,162,1809,,1809,Euro 6d-TEMP,240
FORD,Galaxy Model Year Pre 2019¾,2.0 EcoBlue,a8,1995,Diesel,0,,162,1809,,1809,Euro 6d-TEMP,240
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,0,,162,2259,,2259,Euro 6d-TEMP,193
HONDA,CR-V 2020,CR-V 1.5 VTEC Turbo EX 5 door (Standard Model),A5,1498,Petrol,,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2020,CR-V 1.5 VTEC Turbo SE 5 door (Standard Model),A5,1498,Petrol,,,162,2237,,2237,Euro 6d-TEMP,193
HONDA,CR-V 2020,CR-V 1.5 VTEC Turbo SR 5 door (Standard Model),A5,1498,Petrol,,,162,2182,,2182,Euro 6d-TEMP,193
HYUNDAI,Tucson,Premium,M6,1591,Petrol,0,25,162,2032,,2032,Euro 6d-TEMP,132
HYUNDAI,Tucson,S Connect,M6,1591,Petrol,0,25,162,2009,,2009,Euro 6d-TEMP,132
HYUNDAI,Tucson,SE Nav,M6,1591,Petrol,0,25,162,2032,,2032,Euro 6d-TEMP,132
HYUNDAI,Santa Fe,Premium 4WD,a8,2199,Diesel,0,,162,1837,,1837,Euro 6d-TEMP,200
JAGUAR,"XE Saloon, 19MY",2.0 i4 Petrol 200PS RWD Auto LOW,A8,1997,Petrol,,,162,2020,,2020,Euro 6d-TEMP,200
JAGUAR,"XE Saloon, 19MY",2.0 i4 Petrol 250PS RWD Auto LOW,A8,1997,Petrol,,,162,2023,,2023,Euro 6d-TEMP,250
JAGUAR,"E-PACE, 19MY",2.0 i4 Diesel 150PS AWD Auto HIGH,A9-AWD,1999,Diesel,,,162,1955,,1955,Euro 6d-TEMP,150
JAGUAR,"E-PACE, 19MY",2.0 i4 Diesel 180PS AWD Auto HIGH,A9-AWD,1999,Diesel,,,162,1964,,1964,Euro 6d-TEMP,180
JAGUAR,"F-PACE, 19MY",2.0 i4 Diesel 180PS AWD Auto HIGH,A8-AWD,1999,Diesel,,,162,1928,,1928,Euro 6d-TEMP,180
KIA,Sportage,2 1.6 GDi 130bhp 6-speed manual ISG 2WD,M6,1591,Petrol,0,,162,2032,,2032,Euro 6d-TEMP,132
KIA,Sportage,Edition 25 1.6 GDi 130bhp 6-speed manual ISG 2WD,M6,1591,Petrol,0,,162,2032,,2032,Euro 6d-TEMP,132
LAND ROVER,"Velar, 19MY ",2.0 i4 Diesel 180PS AWD Auto HIGH,A8-AWD,1999,Diesel,,,162,1998,,1998,Euro 6d-TEMP,180
LEXUS,LS AWD,"500h 20"" wheels (AWD)",CVT,3456,Petrol Hybrid,0,0,162,2341,,2341,Euro 6d-TEMP,359
LEXUS,LS AWD,"500h 20"" wheels (AWD)",CVT,3456,Petrol Hybrid,0,0,162,2189,,2189,Euro 6d-TEMP,359
LEXUS,LS,"20"" (AWD) LS Premium Pack AWD",E-CVT,3456,Petrol Hybrid,-1,0,162,N/A,,-1956,Euro 6d-TEMP,359
LEXUS,LS,"20"" (AWD) Takumi L-White",E-CVT,3456,Petrol Hybrid,-1,0,162,N/A,,-1956,Euro 6d-TEMP,359
LEXUS,LS,"20"" (AWD) Takumi Black",E-CVT,3456,Petrol Hybrid,-1,0,162,N/A,,-1956,Euro 6d-TEMP,359
LEXUS,LS,"20"" (AWD) Takumi L-Aniline",E-CVT,3456,Petrol Hybrid,-1,0,162,N/A,,-1956,Euro 6d-TEMP,359
LEXUS,LS,"20"" (AWD) Takumi Pleat",a8,3456,Petrol Hybrid,-1,0,162,N/A,,-1956,Euro 6d-TEMP,359
VOLVO,XC90 MY19,"D5 POWERPULSE AWD Inscription Pro 21"" Alloy",8A-AWD,1969,Diesel,0,,162,2150,,2150,Euro 6d-TEMP,235
VOLVO,XC90 MY19,"D5 POWERPULSE AWD Inscription Pro 21"" Alloy",8A-AWD,1969,Diesel,0,,162,1997,,1997,Euro 6d-TEMP,235
VOLVO,XC90 MY19,"D5 POWERPULSE AWD Inscription Pro 22"" Alloy",8A-AWD,1969,Diesel,0,,162,2150,,2150,Euro 6d-TEMP,235
VOLVO,XC90 MY19,"D5 POWERPULSE AWD Inscription Pro 22"" Alloy",8A-AWD,1969,Diesel,0,,162,1997,,1997,Euro 6d-TEMP,235
VOLVO,XC90 MY19,"D5 POWERPULSE AWD R-Design Pro 22"" Alloy",8A-AWD,1969,Diesel,0,,162,2150,,2150,Euro 6d-TEMP,235
VOLVO,XC90 MY19,"D5 POWERPULSE AWD R-Design Pro 22"" Alloy",8A-AWD,1969,Diesel,0,,162,1997,,1997,Euro 6d-TEMP,235
VOLVO,XC90 MY19,"D5 POWERPULSE AWD Inscription Pro 21"" Alloy",8A-AWD,1969,Diesel,0,,162,2150,,2150,Euro 6d-TEMP,235
VOLVO,XC90 MY19,"D5 POWERPULSE AWD Inscription Pro 21"" Alloy",8A-AWD,1969,Diesel,0,,162,1997,,1997,Euro 6d-TEMP,235
VOLVO,XC90 MY19,"D5 POWERPULSE AWD Inscription Pro 22"" Alloy",8A-AWD,1969,Diesel,0,,162,2150,,2150,Euro 6d-TEMP,235
