manufacturer,model,description,transmission,engineCapacity,fuelType,elecEnergyConsumption,maxRange,CO2,fuelCost,elecCost,totalCost,euro,enginePower
HONDA,HR-V 2020,HR-V 1.5 i-VTEC EX 5 door (Standard Model),A1,1498,Petrol,0,,121,1734,,1734,Euro 6d-TEMP,131
HONDA,HR-V 2020,HR-V 1.5 i-VTEC EX 5 door (Standard Model),A1,1498,Petrol,0,,121,1734,,1734,Euro 6d-TEMP,131
HONDA,HR-V 2020,HR-V 1.5 i-VTEC EX 5 door (Standard Model),A1,1498,Petrol,0,,121,1755,,1755,Euro 6d-TEMP,131
HONDA,HR-V 2020,HR-V 1.5 i-VTEC EX 5 door (Standard Model),A1,1498,Petrol,0,,121,1734,,1734,Euro 6d-TEMP,131
HONDA,HR-V 2020,HR-V 1.5 i-VTEC EX 5 door (Standard Model),A1,1498,Petrol,0,,121,1734,,1734,Euro 6d-TEMP,131
HONDA,HR-V 2020,HR-V 1.5 i-VTEC EX 5 door (Standard Model),A1,1498,Petrol,0,,121,1755,,1755,Euro 6d-TEMP,131
HYUNDAI,i40 Tourer,1.6l SE Nav 115PS,M6,1598,Diesel,,,121,1346,,1346,Euro 6d-TEMP,115
KIA,Optima Sportwagon,2 1.6 CRDi 134bhp 6-speed manual ISG,M6,1598,Diesel,0,0,121,1398,,1398,Euro 6d-TEMP,136
KIA,Optima Sportwagon,3 1.6 CRDi 134bhp 6-speed manual ISG,M6,1598,Diesel,0,0,121,1422,,1422,Euro 6d-TEMP,136
PEUGEOT,Rifter,Standard 1.5L BlueHDi 130 EAT8 S&S,a8,1499,Diesel,0,,121,1621,,1621,Euro 6d-TEMP,131
PEUGEOT,Rifter,Long 1.5L BlueHDi 130 EAT8 S&S,a8,1499,Diesel,0,,121,1621,,1621,Euro 6d-TEMP,131
SUZUKI,Swift,1.0 Boosterjet 2WD,A6,998,Petrol,0,,121,1512,,1512,Euro 6d-TEMP,112
SUZUKI,Vitara,1.0 Boosterjet 2WD,M5,998,Petrol,0,,121,1545,,1545,Euro 6d-TEMP,112
SUZUKI,Swift 2019,1.0 Boosterjet SZ5 Auto,A6,998,Petrol,,,121,1506,,1506,Euro 6-WLTP,111
VOLVO,S90 MY19,"D4 Momentum 18"" Alloy",8AT,1969,Diesel,0,,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Momentum 18"" Alloy",8AT,1969,Diesel,0,,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Momentum Pro 18"" Alloy",8AT,1969,Diesel,0,,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Momentum Pro 18"" Alloy",8AT,1969,Diesel,0,,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 R-Design 20"" Alloy",8AT,1969,Diesel,0,,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 R-Design 20"" Alloy",8AT,1969,Diesel,0,,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 R-Design Pro 20"" Alloy",8AT,1969,Diesel,0,,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 R-Design Pro 20"" Alloy",8AT,1969,Diesel,0,,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Inscription 18"" Alloy",8AT,1969,Diesel,0,,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Inscription 18"" Alloy",8AT,1969,Diesel,0,,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Inscription 20"" Alloy",8AT,1969,Diesel,0,,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Inscription 20"" Alloy",8AT,1969,Diesel,0,,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Inscription Pro 20"" Alloy",8AT,1969,Diesel,0,,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,S90 MY19,"D4 Inscription Pro 20"" Alloy",8AT,1969,Diesel,0,,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,V40 MY19,"D3 Momentum Nav Plus 17"" Alloy",6MT,1969,Diesel,0,,121,1317,,1317,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 R-Design 17"" Alloy",6MT,1969,Diesel,0,,121,1453,,1453,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 R-Design 17"" Alloy",6MT,1969,Diesel,0,,121,1317,,1317,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 R-Design Nav Plus 17"" Alloy",6MT,1969,Diesel,0,,121,1453,,1453,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 R-Design Nav Plus 17"" Alloy",6MT,1969,Diesel,0,,121,1317,,1317,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Cross Country 17"" Alloy",6AT,1969,Diesel,0,,121,1532,,1532,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Cross Country 17"" Alloy",6AT,1969,Diesel,0,,121,1395,,1395,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Cross Country Nav Plus 17"" Alloy",6AT,1969,Diesel,0,,121,1532,,1532,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Cross Country Nav Plus 17"" Alloy",6AT,1969,Diesel,0,,121,1395,,1395,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Cross Country 17"" Alloy",6AT,1969,Diesel,0,,121,1532,,1532,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Cross Country 17"" Alloy",6AT,1969,Diesel,0,,121,1395,,1395,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Cross Country Nav Plus 17"" Alloy",6AT,1969,Diesel,0,,121,1532,,1532,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Cross Country Nav Plus 17"" Alloy",6AT,1969,Diesel,0,,121,1395,,1395,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Inscription 17"" Alloy",6MT,1969,Diesel,0,,121,1453,,1453,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Inscription 17"" Alloy",6MT,1969,Diesel,0,,121,1317,,1317,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Momentum 16"" Alloy",6MT,1969,Diesel,0,,121,1453,,1453,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Momentum 16"" Alloy",6MT,1969,Diesel,0,,121,1317,,1317,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Momentum 17"" Alloy",6MT,1969,Diesel,0,,121,1453,,1453,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Momentum 17"" Alloy",6MT,1969,Diesel,0,,121,1317,,1317,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Momentum Nav Plus 16"" Alloy",6MT,1969,Diesel,0,,121,1453,,1453,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Momentum Nav Plus 16"" Alloy",6MT,1969,Diesel,0,,121,1317,,1317,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D3 Momentum Nav Plus 17"" Alloy",6MT,1969,Diesel,0,,121,1453,,1453,Euro 6d-TEMP,120
VOLVO,"S90, MY20","D4 Inscription Plus 19"" Alloy",8AT,1969,Diesel,0,33,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 Inscription Plus 19"" Alloy",8AT,1969,Diesel,0,33,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 Inscription Plus 20"" Alloy",8AT,1969,Diesel,0,33,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 Inscription Plus 20"" Alloy",8AT,1969,Diesel,0,33,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 Momentum Plus 18"" Alloy",8AT,1969,Diesel,0,33,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 Momentum Plus 18"" Alloy",8AT,1969,Diesel,0,33,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 R-Design Plus 19"" Alloy",8AT,1969,Diesel,0,33,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 R-Design Plus 19"" Alloy",8AT,1969,Diesel,0,33,121,1456,,1456,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 R-Design Plus 20"" Alloy",8AT,1969,Diesel,0,33,121,1692,,1692,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D4 R-Design Plus 20"" Alloy",8AT,1969,Diesel,0,33,121,1456,,1456,Euro 6d-TEMP,190
FIAT,500C MY 2019,1.2 120th Anniversary,M5,1242,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,69
FIAT,500 MY 2019,1.2 120th Anniversary,M5,1242,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,
FORD,Focus Model Year Pre 2019¾,1.0 EcoBoost,M6,999,Petrol,0,,122,1608,,1608,Euro 6d-TEMP,85
FORD,Focus Model Year Pre 2019¾,2.0 EcoBlue,a8,1995,Diesel,0,,122,1658,,1658,Euro 6d-TEMP,150
FORD,Tourneo Courier Kombi Model Year Pre 2019¾,1.0 EcoBoost (with Stop/Start),M6,998,Petrol,0,,122,1734,,1734,Euro 6d-TEMP,100
HONDA,HR-V 2019,HR-V 1.5 i-VTEC EX 5 door (Standard Model),CVT,1498,Petrol,0,,122,1734,,1734,Euro 6d,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC EX 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC EX 5 door (Standard Model),CVT,1498,Petrol,0,,122,1734,,1734,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC EX 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC EX 5 door (Standard Model),CVT,1498,Petrol,0,,122,1734,,1734,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC EX 5 door (Standard Model),CVT,1498,Petrol,0,,122,1734,,1734,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC EX 5 door (Standard Model),CVT,1498,Petrol,0,,122,1734,,1734,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1681,,1681,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2019,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HONDA,HR-V 2020,HR-V 1.5 i-VTEC SE 5 door (Standard Model),CVT,1498,Petrol,0,,122,1709,,1709,Euro 6d-TEMP,131
HYUNDAI,i30 Tourer,1.0l S T-GDi,M6,998,Petrol,0,,122,1430,,1430,Euro 6d-TEMP,120
HYUNDAI,i40 Tourer,1.6l SE Nav,DCT7,1598,Diesel,,,122,1398,,1398,Euro 6d-TEMP,136
HYUNDAI,i40 Tourer,1.6l SE Nav 136PS,M6,1598,Diesel,,,122,1398,,1398,Euro 6d-TEMP,136
KIA,Ceed,2 1.0 T-GDi 118bhp 6-speed manual ISG,6MT,998,Petrol,0,0,122,1407,,1407,Euro 6d-TEMP,120
KIA,Ceed,2 1.0 T-GDi 118bhp 6-speed manual ISG ADAP,6MT,998,Petrol,0,0,122,1407,,1407,Euro 6d-TEMP,120
KIA,Optima Sportwagon,3 1.6 CRDi 134bhp 7-speed auto DCT ISG,A7,1598,Diesel,0,0,122,1398,,1398,Euro 6d-TEMP,136
KIA,Optima Sportwagon,GT-Line S 1.6 CRDi 134bhp 7-speed auto DCT ISG,A7,1598,Diesel,0,0,122,1398,,1398,Euro 6d-TEMP,136
KIA,Sportage,'2' 1.6 CRDi 134bhp 7-speed auto DCT ISG 2WD,DCT7,1598,Diesel,0,,122,1552,,1552,Euro 6d-TEMP,136
KIA,Sportage MY20,'2' 1.6 CRDi 134bhp DCT ISG 2WD,DCT7,1598,Diesel,0,,122,1552,,1552,Euro 6d-TEMP,136
PEUGEOT,New 508 Fastback,2.0L BlueHDi 160 EAT8 S&S,a8,1997,Diesel,0,,122,1617,,1617,Euro 6d-TEMP,163
PEUGEOT,New 508 SW,2.0L BlueHDi 160 EAT8 S&S,a8,1997,Diesel,0,,122,1617,,1617,Euro 6d-TEMP,163
SEAT,Ateca,SE Technology 1.0 TSI Ecomotive 115PS,M6,1000,Petrol,0,,122,1657,,1657,Euro 6d-TEMP,115
SEAT,Ateca,SE 1.0 TSI Ecomotive 115PS,M6,1000,Petrol,0,,122,1630,,1630,Euro 6d-TEMP,115
SUZUKI,Swift,1.0 Boosterjet 2WD,A6,998,Petrol,0,,122,1579,,1579,Euro 6d-TEMP,112
SUZUKI,SX4 S-Cross,1.0 Boosterjet 2WD,M5,998,Petrol,0,,122,1645,,1645,Euro 6d-TEMP,112
SUZUKI,Vitara,1.0 Boosterjet 2WD,M5,998,Petrol,0,,122,1612,,1612,Euro 6d-TEMP,112
VOLVO,V40 MY19,"D2 Momentum 16"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum 16"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum 17"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum 17"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Inscription 17"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Inscription 17"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum Edition 16"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum Edition 16"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum Edition 17"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum Edition 17"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum Nav Plus 16"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum Nav Plus 16"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum Nav Plus 17"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 Momentum Nav Plus 17"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 R-Design 17"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 R-Design 17"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 R-Design Nav Plus 17"" Alloy",6MT,1969,Diesel,0,,122,1465,,1465,Euro 6d-TEMP,120
VOLVO,V40 MY19,"D2 R-Design Nav Plus 17"" Alloy",6MT,1969,Diesel,0,,122,1296,,1296,Euro 6d-TEMP,120
VOLVO,V60 MY19,"D3  Inscription 19"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Inscription 19"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Inscription 20"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Inscription 20"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Inscription Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Inscription Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Inscription Pro 20"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Momentum 19"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Momentum 19"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D4  Inscription 18"" Alloy",8AT,1969,Diesel,0,,122,1395,,1395,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Inscription 19"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Inscription 19"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Inscription 20"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Inscription 20"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Inscription Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Inscription Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Inscription Pro 20"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design Pro 20"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design Pro 20"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D3  Inscription Pro 20"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Momentum Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  Momentum Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  R-Design 19"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  R-Design 19"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  R-Design 20"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  R-Design 20"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  R-Design Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  R-Design Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  R-Design Pro 20"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D3  R-Design Pro 20"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,V60 MY19,"D4  Inscription 18"" Alloy",8AT,1969,Diesel,0,,122,1582,,1582,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Inscription Pro 20"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Momentum 18"" Alloy",8AT,1969,Diesel,0,,122,1582,,1582,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Momentum 18"" Alloy",8AT,1969,Diesel,0,,122,1395,,1395,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Momentum 19"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Momentum 19"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Momentum Pro 18"" Alloy",8AT,1969,Diesel,0,,122,1582,,1582,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Momentum Pro 18"" Alloy",8AT,1969,Diesel,0,,122,1395,,1395,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Momentum Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  Momentum Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design 18"" Alloy",8AT,1969,Diesel,0,,122,1582,,1582,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design 18"" Alloy",8AT,1969,Diesel,0,,122,1395,,1395,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design 19"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design 19"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design 20"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design 20"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,V60 MY19,"D4  R-Design Pro 19"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D4  R-Design Plus 20"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D4  R-Design Plus 20"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D3  R-Design Plus 20"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,"V60, MY20","D3  R-Design Plus 20"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
VOLVO,"V60, MY20","D4  Inscription Plus 18"" Alloy",8AT,1969,Diesel,0,,122,1582,,1582,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D4  Inscription Plus 18"" Alloy",8AT,1969,Diesel,0,,122,1395,,1395,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D3  Inscription Plus 20"" Alloy",6MT,1969,Diesel,0,,122,1513,,1513,Euro 6d-TEMP,150
VOLVO,"V60, MY20","D4  R-Design Plus 18"" Alloy",8AT,1969,Diesel,0,,122,1582,,1582,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D4  R-Design Plus 18"" Alloy",8AT,1969,Diesel,0,,122,1395,,1395,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D4  Momentum Plus 18"" Alloy",8AT,1969,Diesel,0,,122,1582,,1582,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D4  Momentum Plus 18"" Alloy",8AT,1969,Diesel,0,,122,1395,,1395,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D4  Inscription Plus 20"" Alloy",6MT,1969,Diesel,0,,122,1523,,1523,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D4  Inscription Plus 20"" Alloy",6MT,1969,Diesel,0,,122,1327,,1327,Euro 6d-TEMP,190
VOLVO,"V60, MY20","D3  Inscription Plus 20"" Alloy",6MT,1969,Diesel,0,,122,1315,,1315,Euro 6d-TEMP,150
ALFA ROMEO,Giulietta,1.6 Sport Hatchback,M6,1598,Diesel,0,,123,1450,,1450,Euro 6d-TEMP,
ALFA ROMEO,Giulietta MY 2019,1.6 Super Hatchback,M6,1598,Diesel,0,,123,1450,,1450,Euro 6d-TEMP,65
ALFA ROMEO,Giulietta MY 2019,1.6 Speciale Hatchback,M6,1598,Diesel,0,,123,1450,,1450,Euro 6d-TEMP,65
CHRYSLER JEEP,Jeep Renegade MY 2019,1.6 (88kw 120bhp) FWD (AXM1B ?12D???),M6,1598,Diesel,0,0,123,1507,,1507,Euro 6d-TEMP,
CITROEN,C4 SpaceTourer,PureTech 130 manual,m6,1199,Petrol,0,,123,1661,,1661,Euro 6d-TEMP,131
CITROEN,C4 SpaceTourer,PureTech 130 EAT8,a8,1199,Petrol,0,,123,1943,,1943,Euro 6d-TEMP,131
CITROEN,Grand C4 SpaceTourer,PureTech 130 manual,m6,1199,Petrol,0,,123,1661,,1661,Euro 6d-TEMP,131
CITROEN,Grand C4 SpaceTourer,PureTech 130 EAT8,a8,1199,Petrol,0,,123,1943,,1943,Euro 6d-TEMP,131
FIAT,500 MY 2020,1.2 Sport 69HP,M5,1242,Petrol,0,,123,1555,,1555,Euro 6d-TEMP,69
FORD,All New Fiesta Model Year Post 2019½,1.0 EcoBoost (Stop-Start),A6,998,Petrol,0,,123,1630,,1630,Euro 6d-TEMP,100
FORD,New EcoSport Model Year Post 2019½,1.5 EcoBlue,M6,1499,Diesel,0,,123,1501,,1501,Euro 6d-TEMP,125
FORD,Focus Model Year Pre 2019¾,1.0 EcoBoost,a8,998,Petrol,0,,123,1608,,1608,Euro 6d-TEMP,125
FORD,Focus Model Year Pre 2019¾,1.5 EcoBlue,a8,1499,Diesel,0,,123,1474,,1474,Euro 6d-TEMP,120
HYUNDAI,i30 Hatchback,1.0l S T-GDi,M6,998,Petrol,0,,123,1456,,1456,Euro 6d-TEMP,120
PEUGEOT,3008 SUV,PureTech 130 S&S EAT8,a8,1199,Petrol,0,,123,1943,,1943,Euro 6d-TEMP,131
PEUGEOT,5008 SUV,PureTech 130 S&S EAT8,a8,1199,Petrol,0,,123,1943,,1943,Euro 6d-TEMP,131
